indicator_code;indicator_name;section;primary_unit
Y477140031;Производство блоков стеновых силикатных;Производство и импорт важнейших видов продукции для строительной деятельности;"Миллионов условных кирпичей; для значений в целом по России: млрд. усл. кирпичей"
Y477140032;Производство изделий аналогичных из цемента, бетона или искусственного камня;Производство и импорт важнейших видов продукции для строительной деятельности;"Миллионов условных кирпичей; для значений в целом по России: млрд. усл. кирпичей"
Y477140033;Производство кирпича керамического неогнеупорного строительного;Производство и импорт важнейших видов продукции для строительной деятельности;"Миллионов условных кирпичей; для значений в целом по России: млрд. усл. кирпичей"
Y477140034;Производство листов асбестоцементных (шифера);Производство и импорт важнейших видов продукции для строительной деятельности;Миллионов штук условных плиток
Y477140035;Производство листов хризотилцементных волнистых (шифера);Производство и импорт важнейших видов продукции для строительной деятельности;Млн. условных плиток
Y477140036;Производство листов хризотилцементных плоских различного назначения;Производство и импорт важнейших видов продукции для строительной деятельности;Млн. условных плиток
Y477140037;Производство материалов рулонных кровельных и гидроизоляционных;Производство и импорт важнейших видов продукции для строительной деятельности;Миллионов квадратных метров
Y477140038;Производство пиломатериалов лиственных пород;Производство и импорт важнейших видов продукции для строительной деятельности;"Тысяч кубических метров; для значений в целом по России: млн. м"
Y477140039;Производство пиломатериалов хвойных пород;Производство и импорт важнейших видов продукции для строительной деятельности;"Тысяч кубических метров; для значений в целом по России: млн. м"
Y477140040;Производство портландцемента, цемента глиноземистого, цемента шлакового и аналогичных гидравлических цементов;Производство и импорт важнейших видов продукции для строительной деятельности;Миллионов тонн
Y477140041;Производство стекла листового литого, прокатного, тянутого или выдувного, но не обработанного другим способом;Производство и импорт важнейших видов продукции для строительной деятельности;Миллионов квадратных метров
Y477140042;Производство стекла листового термически полированного и стекла листового с матовой или полированной поверхностью, но не обработанного другим способом;Производство и импорт важнейших видов продукции для строительной деятельности;Миллионов квадратных метров
Y477140043;Распределение объема работ, выполненных по виду экономической деятельности строительство, по отдельным формам собственности;Строительные организации;В процентах
Y477140044;Среднегодовая численность работников организаций, занятых в строительстве;Строительные организации;Тысяч человек
Y477140045;Средние цены на первичном и вторичном рынках жилья;Уровень и динамика цен в сфере инвестиционной деятельности;На конец года, тысяч рублей за один квадратный метр общей площади
Y477140046;Средние цены по типам квартир на вторичном рынке жилья;Уровень и динамика цен в сфере инвестиционной деятельности;На конец года, рублей за один квадратный метр общей площади
Y477140047;Средние цены по типам квартир на первичном рынке жилья;Уровень и динамика цен в сфере инвестиционной деятельности;На конец года, рублей за один квадратный метр общей площади
Y477140048;Средняя начисленная заработная плата работников строительных организаций по категориям персонала;Строительные организации;Без субъектов малого предпринимательства, по данным выборочного обследования организаций за октябрь, рублей
Y477140049;Структура затрат на производство работ по виду экономической деятельности строительство;Строительные организации;В процентах от общего объема затрат
Y477140050;Число зданий и сооружений, находящихся в незавершенном строительстве;Ввод в действие зданий и производственных мощностей;На конец года
Y477150001;Валовая добавленная стоимость по отрасли торговля оптовая и розничная, ремонт автотранспортных средств и мотоциклов;Основные экономические показатели по видам экономической деятельности;
Y477150002;Валовая прибыль организаций общественного питания;Основные экономические показатели по видам экономической деятельности;Миллионов рублей
Y477150003;Валовая прибыль организаций оптовой торговли;Оптовый рынок;Миллионов рублей
Y477150004;Валовая прибыль организаций торговли;Основные экономические показатели по видам экономической деятельности;Миллионов рублей
Y477150005;Внешняя торговля;Внешняя торговля;В фактически действовавших ценах миллионов долларов США
Y477150006;Индексы потребительских цен на основные группы товаров;Потребительский рынок;Декабрь к декабрю предыдущего года, в процентах
Y477150007;Индексы потребительских цен на товары;Потребительский рынок;Декабрь к декабрю предыдущего года, в процентах
Y477150008;Количество автозаправочных станций (АЗС) на автомобильных дорогах общего пользования федерального, регионального или межмуниципального и местного значения;Наличие объектов торговли и общественного питания;На конец года, штук
Y477150009;Коммерческие и управленческие расходы организаций общественного питания;Основные экономические показатели по видам экономической деятельности;Миллионов рублей
Y477150010;Коммерческие и управленческие расходы организаций оптовой торговли;Оптовый рынок;Миллионов рублей
Y477150011;Коммерческие и управленческие расходы организаций торговли;Основные экономические показатели по видам экономической деятельности;Миллионов рублей
Y477150012;Наличие мест в объектах общественного питания по состоянию на конец года;Наличие объектов торговли и общественного питания;Мест
Y477150013;Наличие объектов общественного питания по состоянию на конец года;Наличие объектов торговли и общественного питания;
Y477150014;Наличие объектов торговли по состоянию на конец года;Наличие объектов торговли и общественного питания;
Y477150015;Наличие площадей зала обслуживания посетителей в объектах общественного питания по состоянию на конец года;Наличие объектов торговли и общественного питания;Квадратных метров
Y477150016;Наличие торговых площадей по состоянию на конец года;Наличие объектов торговли и общественного питания;Квадратных метров
Y477150017;Оборот розничной торговли и общественного питания субъектов малого предпринимательства;Потребительский рынок;"; для значений в целом по России: млрд руб"
Y477150018;Оборот розничной торговли и общественного питания субъектов среднего предпринимательства;Потребительский рынок;"; для значений в целом по России: млрд руб"
Y477150019;Оборот розничной торговли организаций потребительской кооперации;Потребительский рынок;"В фактически действовавших ценах, миллионов рублей; для значений в целом по России: млрд руб"
Y477150020;Продажа автобусов;Продажа отдельных видов продукции на внутреннем рынке российской федерации организациями-производителями и организациями оптовой торговли;Штук
Y477150021;Продажа автомобилей легковых (новых);Продажа отдельных видов продукции на внутреннем рынке российской федерации организациями-производителями и организациями оптовой торговли;Штук
Y477150022;Продажа бензина автомобильного;Продажа отдельных видов продукции на внутреннем рынке российской федерации организациями-производителями и организациями оптовой торговли;Тысяч тонн
Y477150023;Продажа газа горючего природного и попутного;Продажа отдельных видов продукции на внутреннем рынке российской федерации организациями-производителями и организациями оптовой торговли;Миллионов кубических метров
Y477150024;Продажа грузовых автомобилей (включая шасси);Продажа отдельных видов продукции на внутреннем рынке российской федерации организациями-производителями и организациями оптовой торговли;Штук
Y477150025;Продажа лесоматериалов, продольно распиленных или расколотых, разделанных на слои или лущеных, толщиной более 6 мм;Продажа отдельных видов продукции на внутреннем рынке российской федерации организациями-производителями и организациями оптовой торговли;Тысяч кубических метров
Y477150026;Продажа мазута;Продажа отдельных видов продукции на внутреннем рынке российской федерации организациями-производителями и организациями оптовой торговли;Тысяч тонн
Y477150027;Продажа машин кузнечно-прессовых;Продажа отдельных видов продукции на внутреннем рынке российской федерации организациями-производителями и организациями оптовой торговли;Штук
Y477150028;Продажа портландцемента, цемента глиноземистого, цемента шлакового и аналогичных цементов;Продажа отдельных видов продукции на внутреннем рынке российской федерации организациями-производителями и организациями оптовой торговли;Тысяч тонн
Y477150029;Продажа проката готового;Продажа отдельных видов продукции на внутреннем рынке российской федерации организациями-производителями и организациями оптовой торговли;Тысяч тонн
Y477150030;Продажа станков металлорежущих;Продажа отдельных видов продукции на внутреннем рынке российской федерации организациями-производителями и организациями оптовой торговли;Штук
Y477150031;Продажа топлива дизельного;Продажа отдельных видов продукции на внутреннем рынке российской федерации организациями-производителями и организациями оптовой торговли;Тысяч тонн
Y477150032;Продажа угля и продуктов переработки угля;Продажа отдельных видов продукции на внутреннем рынке российской федерации организациями-производителями и организациями оптовой торговли;Тысяч тонн
Y477150033;Продажа шин и покрышек пневматических для автобусов, троллейбусов и грузовых автомобилей;Продажа отдельных видов продукции на внутреннем рынке российской федерации организациями-производителями и организациями оптовой торговли;Тысяч штук
Y477150034;Сальдированный финансовый результат (прибыль минус убыток) деятельности организаций общественного питания;Основные экономические показатели по видам экономической деятельности;Миллионов рублей
Y477150035;Сальдированный финансовый результат (прибыль минус убыток) деятельности организаций торговли;Основные экономические показатели по видам экономической деятельности;Миллионов рублей
Y477150036;Сальдированный финансовый результат (прибыль минус убыток) организаций оптовой торговли;Оптовый рынок;Миллионов рублей
Y477150037;Среднегодовая численность населения;Основные экономические показатели по видам экономической деятельности;Тысяч человек
Y477150038;Среднемесячная номинальная начисленная заработная плата работников организаций, занятых общественным питанием;Основные экономические показатели по видам экономической деятельности;Рублей
Y477150039;Среднемесячная номинальная начисленная заработная плата работников организаций, осуществляющих розничную торговлю, кроме торговли автотранспортными средствами и мотоциклами;Основные экономические показатели по видам экономической деятельности;Рублей
Y477150040;Товарная структура экспорта и импорта;Внешняя торговля;В фактически действовавших ценах, миллионов долларов США
Y477150041;Удельный вес розничных торговых сетей в формировании оборота розничной торговли пищевыми продуктами, включая напитки, и табачными изделиями;Потребительский рынок;В фактически действовавших ценах, в процентах
Y477150042;Уровень коммерческих и управленческих расходов организаций общественного питания;Основные экономические показатели по видам экономической деятельности;В процентах к валовой прибыли
Y477150043;Уровень коммерческих и управленческих расходов организаций торговли;Основные экономические показатели по видам экономической деятельности;В процентах к валовой прибыли
Y477150044;Фактическое использование торговых мест на розничных рынках;Итоги сплошного обследования розничных рынков;В среднем за год, число торговых мест фактически использованных в процентах от общего числа торговых мест
Y477150045;Число розничных рынков;Итоги сплошного обследования розничных рынков;На 1 января
Y477150046;Число торговых мест на розничных рынках;Итоги сплошного обследования розничных рынков;На 1 января, мест
Y477160001;Индексы тарифов на грузовые перевозки;Основные экономические показатели транспорта;Декабрь к декабрю предыдущего года, в процентах
Y477160002;Индексы тарифов на грузовые перевозки отдельными видами транспорта;Основные экономические показатели транспорта;Декабрь к декабрю предыдущего года, в процентах
Y477160003;Индексы тарифов на отдельные группы услуг пассажирского транспорта;Основные экономические показатели транспорта;Декабрь к декабрю предыдущего года, в процентах
Y477160004;Индексы тарифов на услуги пассажирского транспорта;Основные экономические показатели транспорта;Декабрь к декабрю предыдущего года, в процентах
Y477160005;Количество автозаправочных станций (АЗС) на автомобильных дорогах общего пользования федерального, регионального или межмуниципального и местного значения;Транспорт;На конец года, штук
Y477160006;Основные фонды и степень износа основных фондов организаций транспорта;Основные экономические показатели транспорта;На конец года
Y477160007;Сальдированный финансовый результат (прибыль минус убыток) организаций по виду деятельности транспортировка и хранение;Основные экономические показатели транспорта;Миллионов рублей
Y477160008;Среднегодовая численность работников организаций по виду экономической деятельности транспортировка и хранение;Основные экономические показатели транспорта;Человек
Y477160009;Среднемесячная номинальная начисленная заработная плата работников организаций по виду экономической деятельности транспортировка и хранение;Основные экономические показатели транспорта;Рублей
Y477160010;Финансовые результаты деятельности организаций по виду экономической деятельности транспортировка и хранение;Основные экономические показатели транспорта;
Y477170001;Дифференциация средней начисленной заработной платы работников организаций;Затраты на рабочую силу, заработная плата работников;Без субъектов малого предпринимательства, по данным выборочных обследований, за апрель
Y477170002;Индекс совокупных затрат труда и производительности труда в целом по экономике;Трудовые ресурсы, затраты труда и производительность труда;В процентах к предыдущему году
Y477170003;Количество фактически отработанного времени за год на всех видах работ по производству товаров и услуг;Трудовые ресурсы, затраты труда и производительность труда;Млн. человеко-часов
Y477170004;Межрегиональная трудовая миграция в Российской Федерации;Движение работников организаций, использование рабочего времени, трудовая миграция;Тысяч человек
Y477170005;Нагрузка незанятого населения, зарегистрированного в органах службы занятости населения, на одну заявленную вакансию;Предоставление государственных услуг населению в области содействия занятости;По данным Роструда, на конец года, человек
Y477170006;Обучение работников, замещавших государственные должности и должности государственной гражданской службы Российской Федерации, по дополнительным профессиональным программам;Подготовка кадров;
Y477170007;Обучение работников, замещавших муниципальные должности и должности муниципальной службы Российской Федерации, по дополнительным профессиональным программам;Подготовка кадров;
Y477170008;Обучение работников, замещавших муниципальные должности и должности муниципальной службы, по дополнительным профессиональным программам;Подготовка кадров;
Y477170009;Потребность работодателей в работниках, заявленная в органы службы занятости населения;Предоставление государственных услуг населению в области содействия занятости;По данным Роструда, на конец года, тысяч человек
Y477170010;Прием и выбытие работников (без субъектов малого предпринимательства);Движение работников организаций, использование рабочего времени, трудовая миграция;В течение года
Y477170011;Списочная численность работников и потребность организаций в работниках для замещения вакантных рабочих мест по состоянию на 31 октября;Движение работников организаций, использование рабочего времени, трудовая миграция;Без субъектов малого предпринимательства, по данным выборочного обследования организаций
Y477170012;Среднегодовая численность занятых;Трудовые ресурсы, затраты труда и производительность труда;Тысяч человек
Y477170013;Среднемесячная начисленная заработная плата наёмных работников в организациях, у индивидуальных предпринимателей и физических лиц;Затраты на рабочую силу, заработная плата работников;Рублей
Y477170014;Среднемесячная начисленная заработная плата работников организаций;Затраты на рабочую силу, заработная плата работников;
Y477170015;Средняя начисленная заработная плата работников организаций по занятиям;Затраты на рабочую силу, заработная плата работников;Без субъектов малого предпринимательства, по данным выборочного обследования за октябрь, рублей
Y477170016;Средняя продолжительность поиска работы безработными;Участие в рабочей силе, занятость и безработица;Месяцев
Y477170017;Структура безработных по возрастным группам;Участие в рабочей силе, занятость и безработица;В процентах
Y477170018;Структура занятых по возрастным группам;Участие в рабочей силе, занятость и безработица;В процентах
Y477170019;Структура занятых по месту основной работы;Участие в рабочей силе, занятость и безработица;В процентах
Y477170020;Удельный вес численности работников организаций в области информации и связи, занятых на работах с вредными и (или) опасными условиями труда;Условия труда, производственный травматизм;Без субъектов малого предпринимательства, в процентах от общей численности работников организаций в области информации и связи, на конец года
Y477170021;Удельный вес численности работников организаций водоснабжения, водоотведения, организации сбора и утилизации отходов, деятельности по ликвидации загрязнений, занятых на работах с вредными и (или) опасными условиями труда;Условия труда, производственный травматизм;Без субъектов малого предпринимательства, в процентах от общей численности работников организаций водоснабжения, водоотведения, организации сбора и утилизации отходов, деятельности по ликвидации загрязнений, на конец года
Y477170022;Удельный вес численности работников организаций обрабатывающих производств, занятых на работах с вредными и (или) опасными условиями труда;Условия труда, производственный травматизм;Без субъектов малого предпринимательства, в процентах от общей численности работников организаций обрабатывающих производств, на конец года
Y477170023;Удельный вес численности работников организаций по добыче полезных ископаемых, занятых на работах с вредными и (или) опасными условиями труда;Условия труда, производственный травматизм;Без субъектов малого предпринимательства, в процентах от общей численности работников организаций по добыче полезных ископаемых, на конец года
Y477170024;Удельный вес численности работников организаций по обеспечению электрической энергией, газом и паром, кондиционированию воздуха, занятых на работах с вредными и (или) опасными условиями труда;Условия труда, производственный травматизм;Без субъектов малого предпринимательства, в процентах от общей численности работников организаций по обеспечению электрической энергией, газом и паром, кондиционированию воздуха, на конец года
Y477170025;Удельный вес численности работников организаций сельского, лесного хозяйства, охоты, рыболовства и рыбоводства, занятых на работах с вредными и (или) опасными условиями труда;Условия труда, производственный травматизм;Без субъектов малого предпринимательства, в процентах от общей численности работников организаций сельского, лесного хозяйства, охоты, рыболовства и рыбоводства, на конец года
Y477170026;Удельный вес численности работников организаций строительства, занятых на работах с вредными и (или) опасными условиями труда;Условия труда, производственный травматизм;Без субъектов малого предпринимательства, в процентах от общей численности работников организаций строительства, на конец года
Y477170027;Удельный вес численности работников организаций транспортировки и хранения, занятых на работах с вредными и (или) опасными условиями труда;Условия труда, производственный травматизм;Без субъектов малого предпринимательства, в процентах от общей численности работников организаций транспортировки и хранения, на конец года
Y477170028;Уровень безработицы;Участие в рабочей силе, занятость и безработица;В процентах
Y477170029;Уровень безработицы женщин;Участие в рабочей силе, занятость и безработица;В процентах
Y477170030;Уровень безработицы мужчин;Участие в рабочей силе, занятость и безработица;В процентах
Y477170031;Уровень безработицы по возрастным группам;Участие в рабочей силе, занятость и безработица;В процентах
Y477170032;Уровень безработицы по типу поселения;Участие в рабочей силе, занятость и безработица;В процентах
Y477170033;Уровень занятости населения;Участие в рабочей силе, занятость и безработица;В процентах
Y477170034;Уровень занятости по возрастным группам;Участие в рабочей силе, занятость и безработица;В процентах
Y477170035;Уровень занятости по полу и типу поселения;Участие в рабочей силе, занятость и безработица;В процентах
Y477170036;Уровень зарегистрированной безработицы;Предоставление государственных услуг населению в области содействия занятости;По данным Роструда, на конец года, в процентах
Y477170037;Уровень участия в составе рабочей силы;Участие в рабочей силе, занятость и безработица;В процентах
Y477170038;Численность безработных;Участие в рабочей силе, занятость и безработица;Тысяч человек
Y477170039;Численность безработных женщин;Участие в рабочей силе, занятость и безработица;Тысяч человек
Y477170040;Численность безработных мужчин;Участие в рабочей силе, занятость и безработица;Тысяч человек
Y477170041;Численность безработных по возрастным группам;Участие в рабочей силе, занятость и безработица;Тысяч человек
Y477170042;Численность безработных, зарегистрированных в органах службы занятости населения;Предоставление государственных услуг населению в области содействия занятости;По данным Роструда, на конец года, тысяч человек
Y477170043;Численность безработных, зарегистрированных в органах службы занятости населения, по полу и типу поселения;Предоставление государственных услуг населению в области содействия занятости;По данным Роструда, человек
Y477170044;Численность занятого населения;Участие в рабочей силе, занятость и безработица;Тысяч человек
Y477170045;Численность занятых по возрастным группам;Участие в рабочей силе, занятость и безработица;Тысяч человек
Y477170046;Численность занятых по месту основной работы;Участие в рабочей силе, занятость и безработица;Тысяч человек
Y477170047;Численность зарегистрированных безработных, которым назначено пособие по безработице;Предоставление государственных услуг населению в области содействия занятости;По данным Роструда, на конец года, тысяч человек
Y477170048;Численность иностранных граждан, имевших действующее разрешение на работу или патент на осуществление трудовой деятельности;Движение работников организаций, использование рабочего времени, трудовая миграция;Человек
Y477170049;Численность населения в трудоспособном возрасте;Участие в рабочей силе, занятость и безработица;На конец года
Y477170050;Численность не занятых трудовой деятельностью граждан, обратившихся за содействием в поиске подходящей работы в органы службы занятости населения;Предоставление государственных услуг населению в области содействия занятости;По данным Роструда, на конец года, тысяч человек
Y477170051;Численность пострадавших при несчастных случаях на производстве с утратой трудоспособности на один рабочий день и более и со смертельным исходом;Условия труда, производственный травматизм;
Y477170052;Численность пострадавших при несчастных случаях на производстве со смертельным исходом;Условия труда, производственный травматизм;
Y477170053;Численность работников организаций, работавших неполное рабочее время, по обследованным видам экономической деятельности (без субъектов малого предпринимательства);Движение работников организаций, использование рабочего времени, трудовая миграция;В среднем за год
Y477170054;Численность рабочей силы;Участие в рабочей силе, занятость и безработица;Тысяч человек
Y477180001;Cовокупная задолженность по налогам и сборам, страховым взносам, пеням, налоговым санкциям и процентам в консолидированный бюджет Российской Федерации;Государственные финансы;"На начало года, миллионов рублей; для значений в целом по России: млрд руб"
Y477180002;Вклады (депозиты) физических лиц на валютных счетах в ПАО Сбербанк;Денежное обращение и кредит;На начало года
Y477180003;Вклады (депозиты) физических лиц на валютных счетах в сбербанке России;Денежное обращение и кредит;На начало года
Y477180004;Вклады (депозиты) физических лиц на рублевых счетах в ПАО Сбербанк;Денежное обращение и кредит;На начало года
Y477180005;Вклады (депозиты) физических лиц на рублевых счетах в сбербанке России;Денежное обращение и кредит;На начало года
Y477180006;Вклады (депозиты) юридических и физических лиц в рублях и иностранной валюте, привлеченные кредитными организациями;Денежное обращение и кредит;Исходя из места привлечения средств, на начало года, миллионов рублей
